target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,contineu_img_started,contineu_img_stopped,key_resp_8_keys,key_resp_8_rt,key_resp_8_started,key_resp_8_stopped,id_,date,expName,psychopyVersion,frameRate
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,16,88,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,0.893807499902323,414.713164300076,415.743349900004,415.678931400063,None,414.713164300076,None,414.713164300076,None,414.713164300076,None,416.609959470015,None,416.609959470015,None,416.609959470015,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,17,89,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,1.26589039992541,416.610786900041,417.643432900077,417.576225100085,None,416.610786900041,None,416.610786900041,None,416.610786900041,None,418.876740670088,None,418.876740670088,None,418.876740670088,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,418.877089500078,None,space,12.7815591000253,418.877089500078,None,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,1.58117220003624,431.728816200048,432.745256200084,432.679485799978,None,431.728816200048,None,431.728816200048,None,431.728816200048,None,434.279040170042,None,434.279040170042,None,434.279040170042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,1,1,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.996402900083922,434.301343900035,435.311557500041,435.245307800011,None,434.301343900035,None,434.301343900035,None,434.301343900035,None,436.277801970043,None,436.277801970043,None,436.277801970043,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,2,2,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,0.997386900009587,436.27918120008,437.311963399989,437.245084300055,None,436.27918120008,None,436.27918120008,None,436.27918120008,None,438.277301670075,None,438.277301670075,None,438.277301670075,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,3,3,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,1.66856290004216,438.277963100001,439.278230000054,439.245003100019,None,438.277963100001,None,438.277963100001,None,438.277963100001,None,440.945183470054,None,440.945183470054,None,440.945183470054,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,4,4,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,1.02830430003814,440.965031600092,441.978217200027,441.944418700063,None,440.965031600092,None,440.965031600092,None,440.965031600092,None,442.979388070083,None,442.979388070083,None,442.979388070083,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,5,5,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,1.10077649995219,442.979505200055,443.981799300062,443.947782700066,None,442.979505200055,None,442.979505200055,None,442.979505200055,None,445.079158270056,None,445.079158270056,None,445.079158270056,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,6,6,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,l,l,1,1.01414360001218,445.102545500034,446.12936520006,446.063745200052,None,445.102545500034,None,445.102545500034,None,445.102545500034,None,447.09642097007,None,447.09642097007,None,447.09642097007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,7,7,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,1.06416790001094,447.097638100036,448.128363299998,448.06300100009,None,447.097638100036,None,447.097638100036,None,447.097638100036,None,449.162027270091,None,449.162027270091,None,449.162027270091,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,8,8,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.930568700074218,449.162642900017,450.162208000082,450.129346100031,None,449.162642900017,None,449.162642900017,None,449.162642900017,None,451.094835569989,None,451.094835569989,None,451.094835569989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,9,9,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,1.0996931999689,451.09599609999,452.095552999992,452.095552999992,None,451.09599609999,None,451.09599609999,None,451.09599609999,None,453.196286570071,None,453.196286570071,None,453.196286570071,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,10,10,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,1.56412979995366,453.197472400032,454.196796000004,454.163628000068,None,453.197472400032,None,453.197472400032,None,453.197472400032,None,455.762014770089,None,455.762014770089,None,455.762014770089,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,11,11,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,1.1347042999696,455.76260970009,456.76311420009,456.728954400052,None,455.76260970009,None,455.76260970009,None,455.76260970009,None,457.896743770014,None,457.896743770014,None,457.896743770014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,12,12,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,positive,j,j,1,1.14621010003611,457.919379999978,458.946781200008,458.879860899993,None,457.919379999978,None,457.919379999978,None,457.919379999978,None,460.047870470001,None,460.047870470001,None,460.047870470001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,13,13,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,1.09680629998911,460.047550800024,461.046287200064,461.013633300085,None,460.047550800024,None,460.047550800024,None,460.047550800024,None,462.145751370024,None,462.145751370024,None,462.145751370024,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,14,14,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.933141200104728,462.146918800077,463.179128300049,463.14511719998,None,462.146918800077,None,462.146918800077,None,462.146918800077,None,464.082132470002,None,464.082132470002,None,464.082132470002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,15,15,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,1.14954540005419,464.082748400047,465.082775000017,465.049200400012,None,464.082748400047,None,464.082748400047,None,464.082748400047,None,466.229617770086,None,466.229617770086,None,466.229617770086,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,16,16,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,1.32883070001844,466.252996399999,467.264533200068,467.231927199988,None,466.252996399999,None,466.252996399999,None,466.252996399999,None,468.563738469989,None,468.563738469989,None,468.563738469989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,17,17,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,1.43243199994322,468.564513700083,469.588332700077,469.554855099996,None,468.564513700083,None,468.564513700083,None,468.564513700083,None,470.997153970087,None,470.997153970087,None,470.997153970087,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,0,18,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,1.32953780004755,471.002793700085,472.031478799996,471.96465530002,None,471.002793700085,None,471.002793700085,None,471.002793700085,None,473.329544270085,None,473.329544270085,None,473.329544270085,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,1,19,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.998677799943835,473.330654900055,474.363897300093,474.296543400036,None,473.330654900055,None,473.330654900055,None,473.330654900055,None,475.329801770067,None,475.329801770067,None,475.329801770067,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,2,20,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,1.03093949996401,475.329735900043,476.330303700059,476.296613499988,None,475.329735900043,None,475.329735900043,None,475.329735900043,None,477.363424270088,None,477.363424270088,None,477.363424270088,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,3,21,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.83323890005704,477.364458200056,478.397003900027,478.330252300017,None,477.364458200056,None,477.364458200056,None,477.364458200056,None,479.197704070038,None,479.197704070038,None,479.197704070038,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,4,22,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.765271799988113,479.198427200085,480.198169899988,480.165082800086,None,479.198427200085,None,479.198427200085,None,479.198427200085,None,480.964128670073,None,480.964128670073,None,480.964128670073,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,5,23,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,1.09643319994211,480.964776600013,481.997485900065,481.963037100038,None,480.964776600013,None,480.964776600013,None,480.964776600013,None,483.063031770079,None,483.063031770079,None,483.063031770079,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,6,24,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,1.36569679994136,483.064112800057,484.096385100042,484.02993259998,None,483.064112800057,None,483.064112800057,None,483.064112800057,None,485.431140869996,None,485.431140869996,None,485.431140869996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,7,25,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,l,l,1,1.42913200007752,485.432629300049,486.463849500054,486.429945299984,None,485.432629300049,None,485.432629300049,None,485.432629300049,None,487.863205770054,None,487.863205770054,None,487.863205770054,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,8,26,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,1.23581909993663,487.863622999983,488.864592600032,488.829801300075,None,487.863622999983,None,487.863622999983,None,487.863622999983,None,490.099995170045,None,490.099995170045,None,490.099995170045,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,9,27,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.06545200000983,490.100499900058,491.101465200074,491.101465200074,None,490.100499900058,None,490.100499900058,None,490.100499900058,None,492.166595070064,None,492.166595070064,None,492.166595070064,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,10,28,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,positive,j,j,1,1.0635392999975,492.166832600022,493.199105300009,493.165577100008,None,492.166832600022,None,492.166832600022,None,492.166832600022,None,494.232593270042,None,494.232593270042,None,494.232593270042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,11,29,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,1.19694569997955,494.233376300079,495.264711100026,495.197895299993,None,494.233376300079,None,494.233376300079,None,494.233376300079,None,496.431830570009,None,496.431830570009,None,496.431830570009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,12,30,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,1.16378790000454,496.432021700079,497.464657400036,497.397484000074,None,496.432021700079,None,496.432021700079,None,496.432021700079,None,498.598056670069,None,498.598056670069,None,498.598056670069,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,13,31,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,1.14850580005441,498.599583400064,499.599141800078,499.565810400061,None,498.599583400064,None,498.599583400064,None,498.599583400064,None,500.748533369997,None,500.748533369997,None,500.748533369997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,14,32,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,positive,j,j,1,2.0301741999574,500.749946900061,501.750055600074,501.716909400071,None,500.749946900061,None,500.749946900061,None,500.749946900061,None,503.780801200075,None,503.780801200075,None,503.780801200075,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,15,33,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,l,l,1,1.12348650000058,504.781212700065,505.788471100037,505.749458400067,None,504.781212700065,None,504.781212700065,None,504.781212700065,None,506.898386170063,None,506.898386170063,None,506.898386170063,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,16,34,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,1.1977166000288,506.904000699986,507.918978300062,507.886496099993,None,506.904000699986,None,506.904000699986,None,506.904000699986,None,509.097681870009,None,509.097681870009,None,509.097681870009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
